Item ID,source,Notes,Location,Value,Inventory Date,Selected File Placeholder,Artist Name,Title,Series,Type,Date_Year,Medium,Signatures_and_Writing,Condition,Category,Size H in,Size W in,Size D in,Size Note,Size Units,Dimensions,Selected File Container,File 1 Container,File 2 Container,File 3 Container,File 4 Container,File 5 Container,Owner ID,Exhibited Data::Unique Combo,Exhibited Data::Exhibition ID MATCH FIELD,Exhibitions::Exhibition Name,Owners::Name,Duration,Filming Location
AT.P.2307,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2307.jpg,Aldo Tambellini,A-000,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, chalky substance on surface",Painting,30,42,,,in,,AT.P.2307.jpg,"remote:AT.P.2307.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2307_8.jpg",,,,,,,,,,,
AT.P.2308,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2308.jpg,Aldo Tambellini,AC-2,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, chip to edge",Painting,30,42,,,in,,AT.P.2308.jpg,"remote:AT.P.2308.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2308_8.jpg",,,,,,,,,,,
AT.P.2310,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2310.jpg,Aldo Tambellini,A-105,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, small holes near edge, slight tearing to edges",Painting,30,42,,,in,,AT.P.2310.jpg,"remote:AT.P.2310.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2310_8.jpg",,,,,,,,,,,
AT.P.2311,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2311.jpg,Aldo Tambellini,A-103,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2311.jpg,"remote:AT.P.2311.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2311_8.jpg",,,,,,,,,,,
AT.P.2312,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2312.jpg,Aldo Tambellini,L-6,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Folding to corner, tear to edge with two holes ",Painting,30,42,,,in,,AT.P.2312.jpg,"remote:AT.P.2312.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2312_8.jpg",,,,,,,,,,,
AT.P.2313,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2313.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and perforations on architectural paper,,"Tearing to edge, some crumpling and staining to corner",Painting,28,40,,,in,,AT.P.2313.jpg,"remote:AT.P.2313.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2313_8.jpg",,,,,,,,,,,
AT.P.2314,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2314.jpg,Aldo Tambellini,AC-4,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Tear to edge, chipping to other edge",Painting,30,42,,,in,,AT.P.2314.jpg,"remote:AT.P.2314.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2314_8.jpg",,,,,,,,,,,
AT.P.2317,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2317.jpg,Aldo Tambellini,A-501,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,,Painting,30,42,,,in,,AT.P.2317.jpg,"remote:AT.P.2317.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2317_8.jpg",,,,,,,,,,,
AT.P.2319,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2319.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"""To be looked over / some are ok (?)"" on verso",Painting,30,42,,,in,,AT.P.2319.jpg,"remote:AT.P.2319.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2319_8.jpg",,,,,,,,,,,
AT.P.2320,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2320.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,2 holes to surface (1 during making?),Painting,30,42,,,in,,AT.P.2320.jpg,"remote:AT.P.2320.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2320_8.jpg",,,,,,,,,,,
AT.P.2321,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2321.jpg,Aldo Tambellini,GA-101,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Chip to edge,Painting,30,42,,,in,,AT.P.2321.jpg,"remote:AT.P.2321.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2321_8.jpg",,,,,,,,,,,
AT.P.2322,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2322.jpg,Aldo Tambellini,S-3,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Tears to edges,Painting,30,42,,,in,,AT.P.2322.jpg,"remote:AT.P.2322.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2322_8.jpg",,,,,,,,,,,
AT.P.2323,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2323.jpg,Aldo Tambellini,P&FP-101 (B),Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Large tear to edge, slight tears to other edges, vertical folds along one side, 2 holes, Pinholes",Painting,30,42,,,in,,AT.P.2323.jpg,"remote:AT.P.2323.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2323_8.jpg",,,,,,,,,,,
AT.P.2324,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2324.jpg,Aldo Tambellini,S-6,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2324.jpg,"remote:AT.P.2324.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2324_8.jpg",,,,,,,,,,,
AT.P.2325,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2325.jpg,Aldo Tambellini,E-10,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2325.jpg,"remote:AT.P.2325.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2325_8.jpg",,,,,,,,,,,
AT.P.2326,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2326.jpg,Aldo Tambellini,GA-200,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, slight tears to edges, grouging nearly through paper (during making)",Painting,30,42,,,in,,AT.P.2326.jpg,"remote:AT.P.2326.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2326_8.jpg",,,,,,,,,,,
AT.P.2327,Aldo foundation,"Aldo Tambellini Art Foundation
ZKM Exhibit",Rack A,,01/08/2015,AT.P.2327.jpg,Aldo Tambellini,H-201,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Some pin-sized holes to face,Painting,30,42,,,in,,AT.P.2327.jpg,"remote:AT.P.2327.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2327_8.jpg",,,,,,,,,,,
AT.P.2328,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2328.jpg,Aldo Tambellini,A-20,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,,Painting,30,42,,,in,,AT.P.2328.jpg,"remote:AT.P.2328.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2328_8.jpg",,,,,,,,,,,
AT.P.2329,Aldo foundation,"Aldo Tambellini Art Foundation
ZKM Exhibit",Rack A,,01/08/2015,AT.P.2329.jpg,Aldo Tambellini,A-19,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,,Painting,30,42,,,in,,AT.P.2329.jpg,"remote:AT.P.2329.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2329_8.jpg",,,,,,,,,,,
AT.P.2331,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2331.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and gouache on architectural paper,,"Slight tearing to edge, folding to corner",Painting,30,42,,,in,,AT.P.2331.jpg,"remote:AT.P.2331.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2331_8.jpg",,,,,,,,,,,
AT.P.2332,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2332.jpg,Aldo Tambellini,A-14 (B),Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Folding along one side,Painting,30,42,,,in,,AT.P.2332.jpg,"remote:AT.P.2332.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2332_8.jpg",,,,,,,,,,,
AT.P.2333,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2333.jpg,Aldo Tambellini,AL-2,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Folding along one side, bumping to edge",Painting,30,42,,,in,,AT.P.2333.jpg,"remote:AT.P.2333.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2333_8.jpg",,,,,,,,,,,
AT.P.2334,Aldo foundation,"Aldo Tambellini Art Foundation
ZKM Exhibit",Rack A,,01/08/2015,AT.P.2334.jpg,Aldo Tambellini,AL-5,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Folding along one side, tearing to edge",Painting,30,42,,,in,,AT.P.2334.jpg,"remote:AT.P.2334.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2334_8.jpg",,,,,,,,,,,
AT.P.2335,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2335.jpg,Aldo Tambellini,A-5,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Bumping to one edge, paper had been folded at one point, stapled",Painting,30,42,,,in,,AT.P.2335.jpg,"remote:AT.P.2335.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2335_8.jpg",,,,,,,,,,,
AT.P.2336,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2336.jpg,Aldo Tambellini,G-101,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Large tear to one edge, tear to face, pinholes",Painting,30,42,,,in,,AT.P.2336.jpg,"remote:AT.P.2336.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2336_8.jpg",,,,,,,,,,,
AT.P.2337,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2337.jpg,Aldo Tambellini,S-1,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Chipping to edge, some adhesive residue stuck along edges",Painting,30,42,,,in,,AT.P.2337.jpg,"remote:AT.P.2337.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2337_8.jpg",,,,,,,,,,,
AT.P.2338,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2338.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Slight tearing to edges, pinholes",Painting,30,42,,,in,,AT.P.2338.jpg,"remote:AT.P.2338.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2338_8.jpg",,,,,,,,,,,
AT.P.2339,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2339.jpg,Aldo Tambellini,A-12,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Paper has been folded up at one point,Painting,30,42,,,in,,AT.P.2339.jpg,"remote:AT.P.2339.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2339_8.jpg",,,,,,,,,,,
AT.P.2340,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2340.jpg,Aldo Tambellini,A-1,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Slight tearing to edges, pinholes, large tear to one edge, tear to face during making",Painting,30,42,,,in,,AT.P.2340.jpg,"remote:AT.P.2340.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2340_8.jpg",,,,,,,,,,,
AT.P.2341,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2341.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite, and gouache on architectural paper",,"Tear to edge, some bumping to corner, folding to corner tips",Painting,30,42,,,in,,AT.P.2341.jpg,"remote:AT.P.2341.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2341_8.jpg",,,,,,,,,,,
AT.P.2342,Aldo foundation,"""Reject (Check over)"" on verso
Aldo Tambellini Art Foundation",Rack A,,01/08/2015,AT.P.2342.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"tear to edge with large chip taken out, stuck to face",Painting,30,42,,,in,,AT.P.2342.jpg,"remote:AT.P.2342.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2342_8.jpg",,,,,,,,,,,
AT.P.2345,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2345.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and perforations on architectural paper,,Some bumping to edge,Painting,30,42,,,in,,AT.P.2345.jpg,"remote:AT.P.2345.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2345_8.jpg",,,,,,,,,,,
AT.P.2346,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2346.jpg,Aldo Tambellini,S-2,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Tears to edge,Painting,30,42,,,in,,AT.P.2346.jpg,"remote:AT.P.2346.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2346_8.jpg",,,,,,,,,,,
AT.P.2347,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2347.jpg,Aldo Tambellini,S-2g,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Some slight folding and bumping to corners, slight tear to edge",Painting,30,42,,,in,,AT.P.2347.jpg,"remote:AT.P.2347.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2347_8.jpg",,,,,,,,,,,
AT.P.2348,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2348.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite, and gouache on architectural paper",,"Tearing to edges, vertical fold, horitzontal fold",Painting,30,36,,,in,,AT.P.2348.jpg,"remote:AT.P.2348.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2348_8.jpg",,,,,,,,,,,
AT.P.2349,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2349.jpg,Aldo Tambellini,S-2 (B),Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, charcoal, and gouache on architectural paper",,"Pinholes, corners folded, some bumping to edge",Painting,30,40,,,in,,AT.P.2349.jpg,"remote:AT.P.2349.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2349_8.jpg",,,,,,,,,,,
AT.P.2350,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2350.jpg,Aldo Tambellini,S-1g,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Tear to edge,Painting,30,42,,,in,,AT.P.2350.jpg,"remote:AT.P.2350.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2350_8.jpg",,,,,,,,,,,
AT.P.2351,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2351.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Tearing to edges, sheet was crumpled at one point",Painting,30,42,,,in,,AT.P.2351.jpg,"remote:AT.P.2351.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2351_8.jpg",,,,,,,,,,,
AT.P.2352,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2352.jpg,Aldo Tambellini,S-4,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Tearing to edges, bumping to edge, chip to edge",Painting,30,42,,,in,,AT.P.2352.jpg,"remote:AT.P.2352.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2352_8.jpg",,,,,,,,,,,
AT.P.2353,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2353.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"""Good"" on verso",Painting,30,42,,,in,,AT.P.2353.jpg,"remote:AT.P.2353.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2353_8.jpg",,,,,,,,,,,
AT.P.2354,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2354.jpg,Aldo Tambellini,E-11,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Tearing to edge, large tear nearly half-way into work",Painting,30,42,,,in,,AT.P.2354.jpg,"remote:AT.P.2354.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2354_8.jpg",,,,,,,,,,,
AT.P.2356,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2356.jpg,Aldo Tambellini,E-2,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Large chip missing from edge, tears to edges",Painting,30,42,,,in,,AT.P.2356.jpg,"remote:AT.P.2356.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2356_8.jpg",,,,,,,,,,,
AT.P.2357,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2357.jpg,Aldo Tambellini,X-1,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Bumping to edges, folded corner, pinholes",Painting,30,42,,,in,,AT.P.2357.jpg,"remote:AT.P.2357.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2357_8.jpg",,,,,,,,,,,
AT.P.2358,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2358.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and perforations on architectural paper,,"Pinholes, tear to edge",Painting,30,42,,,in,,AT.P.2358.jpg,"remote:AT.P.2358.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2358_8.jpg",,,,,,,,,,,
AT.P.2359,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2359.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, charcoal, and oilstick on architectural paper",,"Tear to corner, pinholes",Painting,30,42,,,in,,AT.P.2359.jpg,"remote:AT.P.2359.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2359_8.jpg",,,,,,,,,,,
AT.P.2360,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2360.jpg,Aldo Tambellini,S-5,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Bumping to edges, folded corner, pinholes",Painting,30,42,,,in,,AT.P.2360.jpg,"remote:AT.P.2360.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2360_8.jpg",,,,,,,,,,,
AT.P.2361,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2361.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2361.jpg,"remote:AT.P.2361.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2361_8.jpg",,,,,,,,,,,
AT.P.2362,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2362.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2362.jpg,"remote:AT.P.2362.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2362_8.jpg",,,,,,,,,,,
AT.P.2363,Aldo foundation,,Rack A,,01/08/2015,No Picture Selected,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and gouache on architectural paper,,"Pinholes, chips to one edge",Painting,30,42,,,in,,,,,,,,,,,,,,
AT.P.2364,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2364.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, bumping to corners, slight tearing to edges",Painting,30,42,,,in,,AT.P.2364.jpg,"remote:AT.P.2364.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2364_8.jpg",,,,,,,,,,,
AT.P.2365,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2365.jpg,Aldo Tambellini,S-1,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, slight tear to edge",Painting,30,42,,,in,,AT.P.2365.jpg,"remote:AT.P.2365.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2365_8.jpg",,,,,,,,,,,
AT.P.2366,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2366.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Large section torn from one side (prior to painting), bumping to edge",Painting,30,38.5,,irregukar,in,,AT.P.2366.jpg,"remote:AT.P.2366.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2366_8.jpg",,,,,,,,,,,
AT.P.2367,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2367.jpg,Aldo Tambellini,A-8,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2367.jpg,"remote:AT.P.2367.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2367_8.jpg",,,,,,,,,,,
AT.P.2368,Aldo foundation,"Aldo Tambellini Art Foundation
ZKM Exhibit",Rack A,,01/08/2015,AT.P.2368.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and perforations on architectural paper,,Some small holes (bigger than perforations),Painting,30,42,,,in,,AT.P.2368.jpg,"remote:AT.P.2368.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2368_8.jpg",,,,,,,,,,,
AT.P.2369,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2369.jpg,Aldo Tambellini,P&FP-104 (B),Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Large tear to face, near bottom",Painting,30,42,,,in,,AT.P.2369.jpg,"remote:AT.P.2369.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2369_8.jpg",,,,,,,,,,,
AT.P.2370,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2370.jpg,Aldo Tambellini,L-2,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2370.jpg,"remote:AT.P.2370.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2370_8.jpg",,,,,,,,,,,
AT.P.2371,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2371.jpg,Aldo Tambellini,L-4,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Small tear to face,Painting,30,42,,,in,,AT.P.2371.jpg,"remote:AT.P.2371.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2371_8.jpg",,,,,,,,,,,
AT.P.2372,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2372.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2372.jpg,"remote:AT.P.2372.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2372_8.jpg",,,,,,,,,,,
AT.P.2373,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2373.jpg,Aldo Tambellini,AC-7,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,2 sheets glued together,in,,AT.P.2373.jpg,"remote:AT.P.2373.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2373_8.jpg",,,,,,,,,,,
AT.P.2374,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2374.jpg,Aldo Tambellini,AC-8,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2374.jpg,"remote:AT.P.2374.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2374_8.jpg",,,,,,,,,,,
AT.P.2375,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2375.jpg,Aldo Tambellini,A-9,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, tear to edge",Painting,30,42,,,in,,AT.P.2375.jpg,"remote:AT.P.2375.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2375_8.jpg",,,,,,,,,,,
AT.P.2376,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2376.jpg,Aldo Tambellini,A-1 (B),Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2376.jpg,"remote:AT.P.2376.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2376_8.jpg",,,,,,,,,,,
AT.P.2377,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2377.jpg,Aldo Tambellini,A-10,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, bumping to edge",Painting,30,42,,,in,,AT.P.2377.jpg,"remote:AT.P.2377.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2377_8.jpg",,,,,,,,,,,
AT.P.2378,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2378.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Slight bumping and tearing to 2 edges,Painting,30,40,,,in,,AT.P.2378.jpg,"remote:AT.P.2378.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2378_8.jpg",,,,,,,,,,,
AT.P.2380,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2380.jpg,Aldo Tambellini,S-2 (C ),Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Pinholes, chipping to corners",Painting,24.5,36.5,,,in,,AT.P.2380.jpg,"remote:AT.P.2380.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2380_8.jpg",,,,,,,,,,,
AT.P.2381,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2381.jpg,Aldo Tambellini,A-7 (B),Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, chip to edge",Painting,30,42,,,in,,AT.P.2381.jpg,"remote:AT.P.2381.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2381_8.jpg",,,,,,,,,,,
